tCu,wCu,tLam,nLam,aln,tsu,freq
15.0,200.0,400.0,16.0,20.0,4.0,1.0
15.0,200.0,400.0,16.0,20.0,4.0,25.25
15.0,200.0,400.0,16.0,20.0,4.0,50.5
15.0,200.0,400.0,16.0,20.0,4.0,75.75
15.0,200.0,400.0,16.0,20.0,4.0,100.0
20.0,200.0,400.0,16.0,15.0,2.0,1.0
20.0,200.0,400.0,16.0,15.0,2.0,25.25
20.0,200.0,400.0,16.0,15.0,2.0,50.5
20.0,200.0,400.0,16.0,15.0,2.0,75.75
20.0,200.0,400.0,16.0,15.0,2.0,100.0
20.0,250.0,450.0,16.0,20.0,6.0,1.0
20.0,250.0,450.0,16.0,20.0,6.0,25.25
20.0,250.0,450.0,16.0,20.0,6.0,50.5
20.0,250.0,450.0,16.0,20.0,6.0,75.75
20.0,250.0,450.0,16.0,20.0,6.0,100.0
20.0,200.0,450.0,12.0,15.0,6.0,1.0
20.0,200.0,450.0,12.0,15.0,6.0,25.25
20.0,200.0,450.0,12.0,15.0,6.0,50.5
20.0,200.0,450.0,12.0,15.0,6.0,75.75
20.0,200.0,450.0,12.0,15.0,6.0,100.0
15.0,250.0,450.0,16.0,15.0,6.0,1.0
15.0,250.0,450.0,16.0,15.0,6.0,25.25
15.0,250.0,450.0,16.0,15.0,6.0,50.5
15.0,250.0,450.0,16.0,15.0,6.0,75.75
15.0,250.0,450.0,16.0,15.0,6.0,100.0
20.0,250.0,500.0,12.0,20.0,4.0,1.0
20.0,250.0,500.0,12.0,20.0,4.0,25.25
20.0,250.0,500.0,12.0,20.0,4.0,50.5
20.0,250.0,500.0,12.0,20.0,4.0,75.75
20.0,250.0,500.0,12.0,20.0,4.0,100.0
15.0,250.0,500.0,12.0,20.0,6.0,1.0
15.0,250.0,500.0,12.0,20.0,6.0,25.25
15.0,250.0,500.0,12.0,20.0,6.0,50.5
15.0,250.0,500.0,12.0,20.0,6.0,75.75
15.0,250.0,500.0,12.0,20.0,6.0,100.0
15.0,250.0,500.0,8.0,15.0,6.0,1.0
15.0,250.0,500.0,8.0,15.0,6.0,25.25
15.0,250.0,500.0,8.0,15.0,6.0,50.5
15.0,250.0,500.0,8.0,15.0,6.0,75.75
15.0,250.0,500.0,8.0,15.0,6.0,100.0
10.0,200.0,350.0,4.0,15.0,2.0,1.0
10.0,200.0,350.0,4.0,15.0,2.0,25.25
10.0,200.0,350.0,4.0,15.0,2.0,50.5
10.0,200.0,350.0,4.0,15.0,2.0,75.75
10.0,200.0,350.0,4.0,15.0,2.0,100.0
20.0,200.0,250.0,4.0,15.0,4.0,1.0
20.0,200.0,250.0,4.0,15.0,4.0,25.25
20.0,200.0,250.0,4.0,15.0,4.0,50.5
20.0,200.0,250.0,4.0,15.0,4.0,75.75
20.0,200.0,250.0,4.0,15.0,4.0,100.0
15.0,200.0,100.0,4.0,20.0,2.0,1.0
15.0,200.0,100.0,4.0,20.0,2.0,25.25
15.0,200.0,100.0,4.0,20.0,2.0,50.5
15.0,200.0,100.0,4.0,20.0,2.0,75.75
15.0,200.0,100.0,4.0,20.0,2.0,100.0
20.0,200.0,100.0,20.0,20.0,2.0,1.0
20.0,200.0,100.0,20.0,20.0,2.0,25.25
20.0,200.0,100.0,20.0,20.0,2.0,50.5
20.0,200.0,100.0,20.0,20.0,2.0,75.75
20.0,200.0,100.0,20.0,20.0,2.0,100.0
20.0,200.0,150.0,20.0,15.0,2.0,1.0
20.0,200.0,150.0,20.0,15.0,2.0,25.25
20.0,200.0,150.0,20.0,15.0,2.0,50.5
20.0,200.0,150.0,20.0,15.0,2.0,75.75
20.0,200.0,150.0,20.0,15.0,2.0,100.0
20.0,200.0,350.0,20.0,15.0,6.0,1.0
20.0,200.0,350.0,20.0,15.0,6.0,25.25
20.0,200.0,350.0,20.0,15.0,6.0,50.5
20.0,200.0,350.0,20.0,15.0,6.0,75.75
20.0,200.0,350.0,20.0,15.0,6.0,100.0
15.0,250.0,350.0,24.0,15.0,6.0,1.0
15.0,250.0,350.0,24.0,15.0,6.0,25.25
15.0,250.0,350.0,24.0,15.0,6.0,50.5
15.0,250.0,350.0,24.0,15.0,6.0,75.75
15.0,250.0,350.0,24.0,15.0,6.0,100.0
15.0,200.0,100.0,24.0,20.0,2.0,1.0
15.0,200.0,100.0,24.0,20.0,2.0,25.25
15.0,200.0,100.0,24.0,20.0,2.0,50.5
15.0,200.0,100.0,24.0,20.0,2.0,75.75
15.0,200.0,100.0,24.0,20.0,2.0,100.0
15.0,200.0,250.0,24.0,20.0,2.0,1.0
15.0,200.0,250.0,24.0,20.0,2.0,25.25
15.0,200.0,250.0,24.0,20.0,2.0,50.5
15.0,200.0,250.0,24.0,20.0,2.0,75.75
15.0,200.0,250.0,24.0,20.0,2.0,100.0
15.0,250.0,350.0,8.0,10.0,6.0,1.0
15.0,250.0,350.0,8.0,10.0,6.0,25.25
15.0,250.0,350.0,8.0,10.0,6.0,50.5
15.0,250.0,350.0,8.0,10.0,6.0,75.75
15.0,250.0,350.0,8.0,10.0,6.0,100.0
15.0,250.0,150.0,12.0,10.0,4.0,1.0
15.0,250.0,150.0,12.0,10.0,4.0,25.25
15.0,250.0,150.0,12.0,10.0,4.0,50.5
15.0,250.0,150.0,12.0,10.0,4.0,75.75
15.0,250.0,150.0,12.0,10.0,4.0,100.0
15.0,200.0,150.0,16.0,10.0,4.0,1.0
15.0,200.0,150.0,16.0,10.0,4.0,25.25
15.0,200.0,150.0,16.0,10.0,4.0,50.5
15.0,200.0,150.0,16.0,10.0,4.0,75.75
15.0,200.0,150.0,16.0,10.0,4.0,100.0
15.0,250.0,150.0,8.0,25.0,4.0,1.0
15.0,250.0,150.0,8.0,25.0,4.0,25.25
15.0,250.0,150.0,8.0,25.0,4.0,50.5
15.0,250.0,150.0,8.0,25.0,4.0,75.75
15.0,250.0,150.0,8.0,25.0,4.0,100.0
20.0,250.0,350.0,12.0,25.0,6.0,1.0
20.0,250.0,350.0,12.0,25.0,6.0,25.25
20.0,250.0,350.0,12.0,25.0,6.0,50.5
20.0,250.0,350.0,12.0,25.0,6.0,75.75
20.0,250.0,350.0,12.0,25.0,6.0,100.0
15.0,200.0,150.0,8.0,25.0,2.0,1.0
15.0,200.0,150.0,8.0,25.0,2.0,25.25
15.0,200.0,150.0,8.0,25.0,2.0,50.5
15.0,200.0,150.0,8.0,25.0,2.0,75.75
15.0,200.0,150.0,8.0,25.0,2.0,100.0
15.0,250.0,150.0,8.0,30.0,2.0,1.0
15.0,250.0,150.0,8.0,30.0,2.0,25.25
15.0,250.0,150.0,8.0,30.0,2.0,50.5
15.0,250.0,150.0,8.0,30.0,2.0,75.75
15.0,250.0,150.0,8.0,30.0,2.0,100.0
20.0,250.0,100.0,12.0,30.0,4.0,1.0
20.0,250.0,100.0,12.0,30.0,4.0,25.25
20.0,250.0,100.0,12.0,30.0,4.0,50.5
20.0,250.0,100.0,12.0,30.0,4.0,75.75
20.0,250.0,100.0,12.0,30.0,4.0,100.0
15.0,200.0,250.0,8.0,30.0,2.0,1.0
15.0,200.0,250.0,8.0,30.0,2.0,25.25
15.0,200.0,250.0,8.0,30.0,2.0,50.5
15.0,200.0,250.0,8.0,30.0,2.0,75.75
15.0,200.0,250.0,8.0,30.0,2.0,100.0
10.0,250.0,350.0,8.0,20.0,8.0,1.0
10.0,250.0,350.0,8.0,20.0,8.0,25.25
10.0,250.0,350.0,8.0,20.0,8.0,50.5
10.0,250.0,350.0,8.0,20.0,8.0,75.75
10.0,250.0,350.0,8.0,20.0,8.0,100.0
15.0,200.0,100.0,12.0,20.0,8.0,1.0
15.0,200.0,100.0,12.0,20.0,8.0,25.25
15.0,200.0,100.0,12.0,20.0,8.0,50.5
15.0,200.0,100.0,12.0,20.0,8.0,75.75
15.0,200.0,100.0,12.0,20.0,8.0,100.0
15.0,200.0,350.0,12.0,20.0,8.0,1.0
15.0,200.0,350.0,12.0,20.0,8.0,25.25
15.0,200.0,350.0,12.0,20.0,8.0,50.5
15.0,200.0,350.0,12.0,20.0,8.0,75.75
15.0,200.0,350.0,12.0,20.0,8.0,100.0
